check_name,severity,name_key,email,duplicate_count,affected_ids
DQ1_DUPLICATE_CUSTOMER,HIGH,ishara silva,ishara.silva@example.com,4,"1131,1163,1281,1412"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun bandara,kasun.bandara@example.com,5,"1034,1070,1261,1336,1445"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun dissanayake,kasun.dissanayake@example.com,4,"1024,1236,1323,1452"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun gunawardena,kasun.gunawardena@example.com,6,"1042,1143,1202,1218,1276,1415"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun jayasuriya,kasun.jayasuriya@example.com,2,"1111,1431"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun karunaratne,kasun.karunaratne@example.com,7,"1002,1010,1252,1394,1403,1450,1502"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun perera,kasun.perera@example.com,2,"1044,1469"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun rathnayake,kasun.rathnayake@example.com,2,"1068,1097"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun silva,kasun.silva@example.com,3,"1190,1205,1424"
DQ1_DUPLICATE_CUSTOMER,HIGH,kasun wickramasinghe,kasun.wickramasinghe@example.com,5,"1141,1256,1372,1492,1497"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith bandara,malith.bandara@example.com,2,"1167,1224"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith fernando,malith.fernando@example.com,5,"1116,1119,1126,1317,1395"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith gunawardena,malith.gunawardena@example.com,2,"1193,1244"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith jayasuriya,malith.jayasuriya@example.com,2,"1379,1429"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith karunaratne,malith.karunaratne@example.com,2,"1115,1206"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith perera,malith.perera@example.com,3,"1176,1250,1420"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith rathnayake,malith.rathnayake@example.com,3,"1037,1123,1148"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith silva,malith.silva@example.com,2,"1084,1346"
DQ1_DUPLICATE_CUSTOMER,HIGH,malith wickramasinghe,malith.wickramasinghe@example.com,5,"1009,1136,1160,1367,1417"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha bandara,nadeesha.bandara@example.com,2,"1318,1406"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha dissanayake,nadeesha.dissanayake@example.com,2,"1040,1316"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha fernando,nadeesha.fernando@example.com,3,"1016,1302,1355"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha gunawardena,nadeesha.gunawardena@example.com,3,"1279,1320,1451"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha jayasuriya,nadeesha.jayasuriya@example.com,3,"1023,1328,1433"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha karunaratne,nadeesha.karunaratne@example.com,3,"1113,1251,1384"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha rathnayake,nadeesha.rathnayake@example.com,3,"1277,1321,1508"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha silva,nadeesha.silva@example.com,4,"1270,1329,1359,1490"
DQ1_DUPLICATE_CUSTOMER,HIGH,nadeesha wickramasinghe,nadeesha.wickramasinghe@example.com,8,"1012,1039,1054,1208,1214,1220,1243,1401"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan bandara,nuwan.bandara@example.com,4,"1022,1067,1074,1461"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan dissanayake,nuwan.dissanayake@example.com,2,"1077,1285"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan fernando,nuwan.fernando@example.com,6,"1029,1158,1212,1425,1470,1514"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan gunawardena,nuwan.gunawardena@example.com,4,"1361,1369,1439,1476"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan jayasuriya,nuwan.jayasuriya@example.com,3,"1013,1043,1049"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan karunaratne,nuwan.karunaratne@example.com,3,"1199,1284,1330"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan silva,nuwan.silva@example.com,2,"1217,1239"
DQ1_DUPLICATE_CUSTOMER,HIGH,nuwan wickramasinghe,nuwan.wickramasinghe@example.com,3,"1103,1271,1511"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi bandara,piumi.bandara@example.com,2,"1179,1269"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi dissanayake,piumi.dissanayake@example.com,2,"1130,1437"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi fernando,piumi.fernando@example.com,4,"1209,1233,1264,1312"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi gunawardena,piumi.gunawardena@example.com,2,"1066,1149"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi jayasuriya,piumi.jayasuriya@example.com,2,"1423,1432"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi karunaratne,piumi.karunaratne@example.com,7,"1007,1092,1185,1265,1411,1464,1501"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi perera,piumi.perera@example.com,2,"1304,1319"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi rathnayake,piumi.rathnayake@example.com,2,"1294,1460"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi silva,piumi.silva@example.com,5,"1046,1344,1404,1482,1489"
DQ1_DUPLICATE_CUSTOMER,HIGH,piumi wickramasinghe,piumi.wickramasinghe@example.com,3,"1189,1246,1510"
DQ1_DUPLICATE_CUSTOMER,HIGH,roshan bandara,roshan.bandara@example.com,4,"1112,1210,1466,1471"
DQ1_DUPLICATE_CUSTOMER,HIGH,roshan dissanayake,roshan.dissanayake@example.com,4,"1060,1242,1280,1333"
DQ1_DUPLICATE_CUSTOMER,HIGH,roshan fernando,roshan.fernando@example.com,4,"1360,1381,1426,1459"
DQ1_DUPLICATE_CUSTOMER,HIGH,roshan gunawardena,roshan.gunawardena@example.com,4,"1017,1191,1308,1509"
DQ1_DUPLICATE_CUSTOMER,HIGH,roshan karunaratne,roshan.karunaratne@example.com,2,"1083,1396"
DQ1_DUPLICATE_CUSTOMER,HIGH,roshan silva,roshan.silva@example.com,5,"1082,1216,1289,1366,1392"
DQ1_DUPLICATE_CUSTOMER,HIGH,roshan wickramasinghe,roshan.wickramasinghe@example.com,9,"1015,1098,1249,1292,1363,1374,1376,1430,1468"
DQ1_DUPLICATE_CUSTOMER,HIGH,ruwan bandara,ruwan.bandara@example.com,6,"1105,1338,1373,1393,1418,1463"
DQ1_DUPLICATE_CUSTOMER,HIGH,ruwan dissanayake,ruwan.dissanayake@example.com,3,"1033,1045,1504"
DQ1_DUPLICATE_CUSTOMER,HIGH,ruwan fernando,ruwan.fernando@example.com,9,"1078,1091,1100,1170,1255,1326,1327,1339,1507"
DQ1_DUPLICATE_CUSTOMER,HIGH,ruwan gunawardena,ruwan.gunawardena@example.com,3,"1117,1180,1340"
DQ1_DUPLICATE_CUSTOMER,HIGH,ruwan karunaratne,ruwan.karunaratne@example.com,4,"1153,1169,1225,1378"
DQ1_DUPLICATE_CUSTOMER,HIGH,ruwan silva,ruwan.silva@example.com,3,"1021,1196,1421"
DQ1_DUPLICATE_CUSTOMER,HIGH,ruwan wickramasinghe,ruwan.wickramasinghe@example.com,4,"1005,1063,1104,1211"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni bandara,sanduni.bandara@example.com,3,"1222,1386,1453"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni dissanayake,sanduni.dissanayake@example.com,2,"1164,1391"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni fernando,sanduni.fernando@example.com,3,"1073,1162,1500"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni jayasuriya,sanduni.jayasuriya@example.com,2,"1299,1354"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni karunaratne,sanduni.karunaratne@example.com,5,"1175,1370,1479,1480,1515"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni perera,sanduni.perera@example.com,4,"1028,1229,1288,1311"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni rathnayake,sanduni.rathnayake@example.com,6,"1008,1057,1102,1223,1398,1407"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni silva,sanduni.silva@example.com,4,"1273,1274,1343,1454"
DQ1_DUPLICATE_CUSTOMER,HIGH,sanduni wickramasinghe,sanduni.wickramasinghe@example.com,2,"1377,1465"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu bandara,tharindu.bandara@example.com,5,"1088,1135,1138,1207,1313"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu dissanayake,tharindu.dissanayake@example.com,2,"1156,1232"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu fernando,tharindu.fernando@example.com,6,"1118,1133,1140,1154,1462,1467"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu gunawardena,tharindu.gunawardena@example.com,3,"1095,1227,1474"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu jayasuriya,tharindu.jayasuriya@example.com,5,"1065,1147,1204,1258,1324"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu karunaratne,tharindu.karunaratne@example.com,3,"1171,1259,1399"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu rathnayake,tharindu.rathnayake@example.com,6,"1051,1107,1235,1263,1375,1438"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu silva,tharindu.silva@example.com,2,"1230,1413"
DQ1_DUPLICATE_CUSTOMER,HIGH,tharindu wickramasinghe,tharindu.wickramasinghe@example.com,4,"1215,1283,1387,1388"
